symbol,date,open,high,low,close,volume,factor
QQQ,2021-01-04,315.11,315.29,305.18,309.31,45305900,1
QQQ,2021-01-05,308.29,312.14,308.29,311.86,29323400,1
QQQ,2021-01-06,307.00,311.88,305.98,307.54,52809600,1
QQQ,2021-01-07,310.28,315.84,310.25,314.98,30394800,1
QQQ,2021-01-08,317.34,319.39,315.08,319.03,33955800,1
QQQ,2021-01-11,315.98,317.19,313.75,314.42,32746400,1
QQQ,2021-01-12,314.46,315.58,311.20,313.92,29266800,1
QQQ,2021-01-13,314.19,316.86,313.57,316.04,22898400,1
QQQ,2021-01-14,316.50,317.53,313.86,314.35,23500100,1
QQQ,2021-01-15,314.13,315.12,310.58,311.86,35118700,1
QQQ,2021-01-19,314.25,316.93,313.12,316.41,24537000,1
QQQ,2021-01-20,320.14,324.74,316.51,323.77,30728100,1
QQQ,2021-01-21,325.15,327.13,323.73,326.36,25130600,1
QQQ,2021-01-22,325.29,326.46,324.71,325.42,21609400,1
QQQ,2021-01-25,328.91,330.32,321.41,328.11,39080600,1
QQQ,2021-01-26,328.85,329.76,327.22,328.59,25498100,1
QQQ,2021-01-27,326.26,326.27,317.36,319.43,55264000,1
QQQ,2021-01-28,320.67,326.42,320.03,321.32,42836300,1
QQQ,2021-01-29,319.58,320.72,312.76,314.56,55259000,1
QQQ,2021-02-01,318.11,323.54,316.02,322.42,35646000,1
QQQ,2021-02-02,325.48,328.87,325.31,327.68,33930800,1
QQQ,2021-02-03,329.82,330.20,326.32,326.38,24824500,1
QQQ,2021-02-04,327.82,330.33,326.46,330.24,22350900,1
QQQ,2021-02-05,331.22,332.40,329.53,331.36,22732000,1
QQQ,2021-02-08,333.10,333.74,331.41,333.58,20462800,1
QQQ,2021-02-09,332.62,334.81,332.61,333.51,17597500,1
QQQ,2021-02-10,334.99,335.46,329.50,332.75,28068700,1
QQQ,2021-02-11,334.33,335.00,332.12,334.58,22046100,1
QQQ,2021-02-12,333.71,336.62,332.63,336.45,20346800,1
QQQ,2021-02-16,337.27,338.19,334.34,335.54,27080800,1
QQQ,2021-02-17,332.47,335.66,330.17,333.93,31360300,1
QQQ,2021-02-18,330.23,333.87,328.36,332.47,32236200,1
QQQ,2021-02-19,333.86,333.99,329.97,331.02,39157700,1
QQQ,2021-02-22,326.50,327.80,322.23,322.44,47256900,1
QQQ,2021-02-23,317.00,323.20,311.00,321.48,97241900,1
QQQ,2021-02-24,318.74,324.45,315.96,324.13,58206300,1
QQQ,2021-02-25,321.39,324.03,311.24,312.83,110182600,1
QQQ,2021-02-26,315.85,319.11,310.88,314.14,104739800,1
QQQ,2021-03-01,319.27,323.94,317.94,323.59,49164500,1
QQQ,2021-03-02,324.25,324.33,318.14,318.40,48370000,1
QQQ,2021-03-03,317.27,318.24,309.10,309.16,86301100,1
QQQ,2021-03-04,308.78,312.04,300.11,304.10,139131600,1
QQQ,2021-03-05,306.80,309.61,297.45,308.68,121523700,1
QQQ,2021-03-08,308.12,310.06,299.51,299.94,88409800,1
QQQ,2021-03-09,307.47,313.73,306.92,311.77,80391100,1
QQQ,2021-03-10,316.16,316.47,310.17,310.88,76798100,1
QQQ,2021-03-11,315.77,319.86,314.85,318.04,53484800,1
QQQ,2021-03-12,313.86,318.23,311.39,315.46,69315600,1
QQQ,2021-03-15,315.79,319.00,314.10,318.83,42955700,1
QQQ,2021-03-16,321.09,324.20,319.10,320.58,54925900,1
QQQ,2021-03-17,317.45,323.85,315.68,321.90,78258700,1
QQQ,2021-03-18,316.87,317.88,311.57,312.04,82718100,1
QQQ,2021-03-19,311.87,314.73,309.66,313.14,78446200,1
QQQ,2021-03-22,315.21,320.74,315.21,318.61,56194800,1
QQQ,2021-03-23,319.73,321.09,316.38,317.22,53455400,1
QQQ,2021-03-24,318.63,318.67,311.72,311.87,64803700,1
QQQ,2021-03-25,309.97,312.89,307.39,311.33,78729000,1
QQQ,2021-03-26,311.11,316.33,309.67,316.00,63519600,1
QQQ,2021-03-29,315.45,316.99,312.47,315.91,54608000,1
QQQ,2021-03-30,313.89,314.91,311.54,314.32,44635700,1
QQQ,2021-03-31,316.16,320.74,315.81,319.13,55032500,1
QQQ,2021-04-01,323.07,324.71,322.81,324.57,55685600,1
QQQ,2021-04-05,327.13,331.84,326.88,331.05,42172500,1
QQQ,2021-04-06,330.73,332.83,330.02,330.82,33537200,1
QQQ,2021-04-07,330.33,332.48,329.37,331.62,32046400,1
QQQ,2021-04-08,334.56,335.27,333.74,335.08,29940800,1
QQQ,2021-04-09,333.68,337.32,332.92,337.11,36664900,1
QQQ,2021-04-12,336.04,337.10,334.73,336.67,25833000,1
QQQ,2021-04-13,338.24,341.08,338.02,340.60,30374000,1
QQQ,2021-04-14,340.85,340.98,335.67,336.51,42564300,1
QQQ,2021-04-15,339.47,342.01,336.22,341.61,36342800,1
QQQ,2021-04-16,342.15,342.23,340.08,342.01,40860100,1
QQQ,2021-04-19,340.39,341.58,336.90,338.88,34533100,1
QQQ,2021-04-20,338.20,339.52,334.38,336.41,38081800,1
QQQ,2021-04-21,335.09,339.48,333.97,339.29,36598100,1
QQQ,2021-04-22,338.89,339.90,334.01,335.20,45936100,1
QQQ,2021-04-23,335.85,340.77,335.85,339.42,36381900,1
QQQ,2021-04-26,339.67,341.92,338.90,341.63,30812000,1
QQQ,2021-04-27,341.93,342.15,339.17,340.15,33187200,1
QQQ,2021-04-28,339.81,340.85,338.33,339.00,33615700,1
QQQ,2021-04-29,342.37,342.80,336.90,340.22,37708900,1
QQQ,2021-04-30,337.70,340.26,337.05,337.99,38263400,1
