symbol,date,open,high,low,close,volume,factor
META,2021-01-04,274.78,275.00,265.20,268.94,15106100,1
META,2021-01-05,268.29,272.40,268.21,270.97,9871600,1
META,2021-01-06,262.00,267.75,260.01,263.31,24354100,1
META,2021-01-07,265.90,271.61,264.78,268.74,15789800,1
META,2021-01-08,268.31,268.95,263.18,267.57,18528300,1
META,2021-01-11,260.48,263.47,255.90,256.84,30412300,1
META,2021-01-12,256.63,259.72,250.30,251.09,26383500,1
META,2021-01-13,251.55,253.95,249.20,251.64,19528900,1
META,2021-01-14,253.40,255.03,244.61,245.64,29739400,1
META,2021-01-15,247.90,253.86,247.16,251.36,24942900,1
META,2021-01-19,256.90,262.20,252.72,261.10,28028500,1
META,2021-01-20,268.93,270.32,263.60,267.48,25199900,1
META,2021-01-21,269.26,273.60,267.49,272.87,20838700,1
META,2021-01-22,272.01,278.47,272.00,274.50,21954000,1
META,2021-01-25,278.14,280.10,271.51,278.01,19087000,1
META,2021-01-26,278.14,285.39,277.81,282.05,19373600,1
META,2021-01-27,282.53,283.45,268.12,272.14,35346200,1
META,2021-01-28,277.18,286.79,264.70,265.00,37758800,1
META,2021-01-29,265.30,266.56,254.85,258.33,30389500,1
META,2021-02-01,259.52,264.17,254.91,262.01,22914300,1
META,2021-02-02,264.00,268.85,263.27,267.08,17320800,1
META,2021-02-03,265.62,269.20,263.84,266.65,14223400,1
META,2021-02-04,267.01,268.16,264.00,266.49,16060000,1
META,2021-02-05,266.80,269.17,265.67,268.10,12454400,1
META,2021-02-08,268.75,269.86,265.00,266.58,13755200,1
META,2021-02-09,266.44,273.39,265.75,269.45,14613400,1
META,2021-02-10,272.45,273.80,267.72,271.87,14687200,1
META,2021-02-11,271.89,273.58,268.49,270.39,12828600,1
META,2021-02-12,270.52,271.18,268.34,270.50,9097600,1
META,2021-02-16,270.80,276.60,270.05,273.97,15417200,1
META,2021-02-17,271.24,273.97,269.58,273.57,12763200,1
META,2021-02-18,269.57,271.95,266.03,269.39,15249100,1
META,2021-02-19,269.86,270.27,260.15,261.56,25622600,1
META,2021-02-22,257.95,263.07,257.53,260.33,17434900,1
META,2021-02-23,259.50,267.46,254.96,265.86,21924600,1
META,2021-02-24,262.33,266.38,258.39,264.31,15736100,1
META,2021-02-25,262.30,266.94,254.04,254.69,19053100,1
META,2021-02-26,256.47,265.55,256.47,257.62,26619500,1
META,2021-03-01,260.82,266.65,257.90,264.91,22157300,1
META,2021-03-02,265.78,266.71,258.65,259.00,15191700,1
META,2021-03-03,260.29,260.99,255.10,255.41,15513500,1
META,2021-03-04,256.47,266.49,253.50,257.64,31626500,1
META,2021-03-05,260.67,265.45,255.61,264.28,26820100,1
META,2021-03-08,265.55,265.58,255.05,255.31,18391800,1
META,2021-03-09,261.18,268.53,259.81,265.74,22039700,1
META,2021-03-10,268.64,268.97,262.87,264.90,14210300,1
META,2021-03-11,268.11,277.90,267.82,273.88,21834000,1
META,2021-03-12,269.14,269.74,264.02,268.40,20600200,1
META,2021-03-15,269.08,275.96,268.50,273.75,16844800,1
META,2021-03-16,276.08,282.14,274.80,279.28,22437700,1
META,2021-03-17,275.71,286.23,275.41,284.01,21315000,1
META,2021-03-18,279.87,285.19,278.28,278.62,18728300,1
META,2021-03-19,281.22,292.80,281.20,290.11,38930500,1
META,2021-03-22,290.45,299.71,286.75,293.54,28273100,1
META,2021-03-23,293.15,298.00,289.81,290.63,23000900,1
META,2021-03-24,291.00,291.72,281.16,282.14,18675000,1
META,2021-03-25,280.98,288.06,277.75,278.74,24505600,1
META,2021-03-26,278.30,284.50,277.77,283.02,17629200,1
META,2021-03-29,285.77,293.18,284.70,290.82,21718800,1
META,2021-03-30,289.83,292.47,286.70,288.00,17474500,1
META,2021-03-31,289.99,296.50,288.61,294.53,19498200,1
META,2021-04-01,298.40,302.40,296.60,298.66,17616000,1
